product_id,product_name,price_after,price_before,discount
6224010619050,إيطاليانو جبنة رومي مبشورة - 300 جرام,57.15,39.95,30.096237970253714
6224008470168,هيلثي زبادي طبيعي - 105 جرام,6.5,6.5,0
2122720000004,بيرلا جبنة كريمي دابل,89.95,89.95,0
6223001871880,المراعي زبادي لايت - 105 جرام,5.6,5.6,0
2122727000007,جبنة قطع بسطرمة بيرلا,118.95,118.95,0
6281007033190,المراعي زبدة طبيعية غير مملحة - 100 جرام,57.95,57.95,0
2122905000003,جنة رومي بطارخ فاكيوم,238.95,238.95,0
6223000352526,جهينة زبادو مشروب زبادى بالمانجو - 220 ملل,8.5,8.5,0
3073781138283,جبنة كيري مربعات - 4 قطع,24.5,24.5,0
6224000036249,جبنة فيتا من طعمة - 500 جرام,36.75,36.75,0
6224000432140,مزارع دينا لبن بلح - 250 مللي,9.55,9.55,0
6224000147013,جبنة إسطنبولي عبور لاند - 500جم,37.15,37.15,0
6223002381593,أكتيفيا لبن رايب - 205 جرام,8.75,8.75,0
2122062000007,جبنة مشللة,169.95,169.95,0
3228021020235,جبنة مربعات بريزيدن مطبوخ بالقشطة - 6 قطع,27.5,27.5,0
6223000352502,جهينة زبادو مشروب زبادى بالفراوله - 220 ملل,8.5,8.5,0
2122388000002,جبنة مدخنة تشيزا,174.95,174.95,0
6224008709930,حليب عبور لاند كامل الدسم - 500 مل,14.5,14.5,0
6224000147822,جبنة بالزيتون عبور لاند - 500جم,37.15,37.15,0
6224000036256,جبنة فيتا طعمة ميلك - 250 جم,18.95,18.95,0
2122039000009,جبن مش بالبابريكا,69.95,69.95,0
6222014300448,جهينة زبادى طبيعى - 115 جرام,5.75,5.75,0
6224008637486,ظ„ظ…ط§ط± ط­ظ„ظٹط¨ ط¨ط§ظ„ظƒظˆظƒظٹط² ظˆ ط§ظ„ظƒط±ظٹظ…ظ‡ 200 ظ…,7.55,7.55,0
6224000432157,مزارع دينا لبن فراولة - 250 مللي,9.55,9.55,0
6223002385027,دانون تيستي زبادي - طعم مانجو - 120 جرام,6.85,6.85,0
3228021070025,جبنة مثلثات بريزيدن مطبوخ كامل الدسم بالقشطة - 48 قطعة,169,169,0
6224000036744,جبنة اسطنبولي من طعمة - 500 جرام,36.75,36.75,0
6223003193041,كب كيك راز بالفراولة - 1 قطعة,3.5,3.5,0
6223003193010,راز كب كيك بالفانيليا - 1 قطعة,3.5,3.5,0
6223000755273,جبنة إسطنبولي دومتي - 250جم,18.25,18.25,0
6223007521109,المراعي تريتس زبادي - سويت أند كريمي - 105 جرام,6.25,5.45,12.799999999999997
6224000147594,جبنة فيتا عبورلاند - 125 جم,10.5,10.5,0
6222014300455,جهينة زبادى لايت - 115 جرام,5.75,5.75,0
2122733000008,جبنة قريش بالفلفل بيرلا,71.95,71.95,0
3228021060019,جبنة شيدر بريزيدن مطبوخ كامل الدسم قابل للفرد - 140 جم,50.5,50.5,0
6223006520783,عبور لاند جبنة بطعم الجبنة القديمة - 500 جم,38.45,38.45,0
6224008637202,كريمة خفق لمار - 1 لتر,130.95,130.95,0
6223006520547,عبور لاند جبنة شيدر - 250 جرام,18.4,18.4,0
2122386000004,جبنة بطعم الفلفل تشيزا,174.95,174.95,0
6223001871897,المراعي زبادي طبيعي - 400 جرام,19.5,19.5,0
6223000753811,دومتي فيتا بلس جبنة بطعم البسطرمة - 220 جرام,64.25,64.25,0
6224007244470,جبنة فيتا طعمة ميلك رويال - 1 كجم,99,71.95,27.32323232323232
3228021060033,جبنة بريزيدن مطبوخ كامل الدسم قابل للفرد بالقشطة - 140 جم,50.75,50.75,0
3228023060253,بريزيدن جبنة سبريد بطعم جبنة الرومي - 140 جرام,50.75,50.75,0
6224000036676,جبنة اسطنبولي طعمة ميلك - 250 جم,18.95,18.95,0
6224000432058,مزارع دينا حليب بالفراولة - 850 مل,30.35,30.35,0
3073781078978,جبنة لافاش كيري بالقشطة - 200 جم,51.5,51.5,0
3073781153767,كيرى جبنة بالوصفة اليونانى - 200 جرام,62.1,62.1,0
6224000680015,الخير بيض أحمر - 10 قطع,52.95,52.95,0
6223004830433,جبنة براميلي قتيلو - 250جم,53.75,53.75,0
3073781097870,جبنة شيدر لافاش كيري - 200 جم,51.5,51.5,0
6224000680039,بيض ابيض بشاير - 18 قطعة,87.95,87.95,0
2122042000003,لحم بارد,149.95,149.95,0
6223006520530,عبور لاند جبنه فيتا بطعم الجبنه الرومى - 250 جم,18.4,18.4,0
6224000490034,جبنة شيدر ضيافة - 1.8 كجم,124,124,0
6221007000709,مشروب زبادى نستلة جو بالفراولة - 380 مل,18.5,18.5,0
6224007244920,جبنة مدخنة بريزيدن كامل الدسم قابل للفرد - 140 جم,50.75,50.75,0
6224000680084,بيض احمر بشاير - 10 قطع,54.95,54.95,0
6224000680022,بيض ابيض بشاير - 15 قطعة,73.95,73.95,0
2122385000005,جبنة بطعم الزيتون تشيزا,174.95,174.95,0
6224000147532,عبور لاند جبنة فيتا - 1 كجم,71.55,71.55,0
6223003776817,حليب لاكتيل خالي الدسم - 1 لتر,31.95,31.95,0
2122195000004,مش دمياطي قتيلو,109.95,109.95,0
2122907000001,جبنة رومي اسبشيال,249.95,249.95,0
6223004830235,جبنة اسطنبولي قتيلو - 250 جم,53.75,53.75,0
2122048000007,لبنة تركية,249.95,249.95,0
2122741000007,ميش بيرلا اكسترا,69.95,69.95,0
6223004834042,جبنة دمياطي قتيلو - 250 جم,57.75,57.75,0
2122224000005,جبنة بارميجيانو ريجيانو,1086.95,1086.95,0
6224008637431,لمار حليب اللوز - 1 لتر,67.95,67.95,0
2122891000001,برطمان جبنة سبريد بالزيتون بيرلا,96.95,96.95,0
2122619000009,جبنة امنتال,504.95,504.95,0
6221007000723,مشروب زبادى نستلة جو بالخوخ - 380 مل,18.5,18.5,0
6223003778972,لاكتيل زبادي طبيعي - 170 جرام,9.75,9.75,0
3073781097832,جبنة قشطة قابلة للفرد لافاش كيري - 350 جم,88.95,88.95,0
6223003695071,روتانا زبدة طبيعية - 200 جرام,69.95,69.95,0
3073781187649,كيري مربعات الجبن اليوناني قابلة للدهن - 24 قطعة - 400 جرام,148.95,148.95,0
6224007244463,جبنة اسطنبولي طعمة ميلك رويال - 1 كجم,99,71.95,27.32323232323232
2122892000000,برطمان جبنة سبريد بيرلا,92.95,92.95,0
2122190000009,جبنة اسطمبولي,154.95,154.95,0
2122061000008,كرات اللبنة,199.95,199.95,0
2122040000005,لحم بارد بالمايونيز,149.95,149.95,0
6224000147150,جبنة اسطنبولي عبورلاند - 250 جم,18.4,18.4,0
6221011000412,جبنة فيتا جرين لاند - 1 كجم,89.5,89.5,0
6224001167959,شرائح جبنة تشيزا بالهالبينو - 150 جرام,35.95,31.95,11.126564673157171
6223003774608,جبنة دمياطي طعمة ميلك - 1 كجم,99,71.95,27.32323232323232
6223004830136,جبنة فيتا لايت قتيلو - 250 جم,60.95,60.95,0
2122719000008,جبنة اسطنبولي بيرلا,94.95,94.95,0
6224001167966,شرائح جبن تشيزا بالزيتون - 150 جرام,35.95,31.95,11.126564673157171
2122051000001,جبنة ماجدولا,190.95,190.95,0
6223003193034,كب كيك راز بكريمة شوكولاتة البيضاء، 1 قطعة - 12 عبوة,40.95,40.95,0
6224008470298,هيلثي لبن رايب - 270 مل,18.3,18.3,0
6223003778989,زبادي طبيعي نستله بيور - 170جم,9.25,9.25,0
2122717000000,بيرلا جبنة فيتا,94.95,94.95,0
6224000147815,جبنة عبور لاند بطعم الزيتون - 250جم,18.4,18.4,0
2122682000005,جبنة بالزيتون الأخضر من ماينز/كيلو جرام,219.95,219.95,0
6223003770280,جبنة شيدر طعمة ميلك - 450 جم,66.5,66.5,0
6221011003048,جبنة اسطنبولي جرين لاند - 1 كجم,89.5,89.5,0
2122030000008,جبنة كيري بالفلفل,89.95,89.95,0
6224008470304,هيلثي لبن رايب بالفراولة - 270 مل,18.3,18.3,0
